abiquo,www.abiquo.com/,cloud management
aimetis,www.aimetis.com/EnterpriseManager/,cloud management
angel,https://angel.co/cloud-management,cloud management
arubanetworks,www.arubanetworks.com/en-au/products/.../management/central/,cloud management
azurewebsites,https://measurecloud.azurewebsites.net/,cloud management
backup,https://backup.management/,cloud management
checkpoint,www.checkpoint.com/products/cloud-managed-security-services/,cloud management
cirba,www.cirba.com/solutions/Cirba-solutions-by-user-role.htm,cloud management
cloudclientmanager,https://www.cloudclientmanager.com/,cloud management
cloudm-p,www.cloudm-p.com/,cloud management
cloudmanagementsuite,www.cloudmanagementsuite.com/frequently-asked-questions/,cloud management
cloudmgr,https://www.cloudmgr.com/,cloud management
cyberoam,https://www.cyberoam.com/ccms_partners.html,cloud management
datapipe,https://www.datapipe.com/cloud/cloud_management_portal/,cloud management
dmtf,https://www.dmtf.org/standards/cmwg,cloud management
extremenetworks,www.extremenetworks.com/solutions/cloud-managed-solution/,cloud management
gartner,www.gartner.com/webinar/3338020,cloud management
ghostery,https://www.ghostery.com/our-solutions/,cloud management
ghosteryenterprise,https://www.ghosteryenterprise.com/marketing-cloud-management/,cloud management
greenpages,greenpages.com/cloud-services/cloud-management/,cloud management
heatsoftware,https://heatsoftware.com/platform/solutions/,cloud management
hotlink,www.hotlink.com/technology/cme.html,cloud management
hpe,https://www.hpe.com/us/en/software.html,cloud management
iaso,https://www.iaso.com/cloud-management-console,cloud management
iland,www.iland.com/services/enterprise-cloud-services-console/,cloud management
immedion,www.immedion.com/cloud-services/cloud-management-platform,cloud management
kumolus,https://kumolus.com/,cloud management
mongodb,https://www.mongodb.com/cloud/cloud-manager,cloud management
morpheusdata,https://www.morpheusdata.com/,cloud management
netgear,https://www.netgear.com/...management/business-central.aspx,cloud management
openstack,docs.openstack.org/ops-guide/arch-cloud-controller.html,cloud management
pakedge,https://www.pakedge.com/products/cloud-technology/,cloud management
peplink,www.peplink.com/products/incontrol-2/,cloud management
puppet,https://puppet.com/solutions/cloud-management,cloud management
quest,https://www.quest.com/solutions/cloud-management/,cloud management
scalr,www.scalr.com/product.html,cloud management
skykick,https://www.skykick.com/manage,cloud management
staplesrecordsandcloudmgmt,https://www.staplesrecordsandcloudmgmt.com/,cloud management
symanteccloud,https://manage.symanteccloud.com/,cloud management
tanaza,https://cloud.tanaza.com/,cloud management
turbonomic,https://turbonomic.com/solutions/.../hybrid-cloud-management/,cloud management
virtustream,www.virtustream.com/software,cloud management
vistarait,https://www.vistarait.com/solutions/cloud/,cloud management
webopedia,www.webopedia.com/TERM/C/cloud_management.html,cloud management
3i-intl,www.3i-intl.com/services/cloud-services/,data cloud management company service
actifio,www.actifio.com/,data cloud management company service
airnetgroup,www.airnetgroup.com/services.html,data cloud management company service
aptuz,www.aptuz.com/services/,data cloud management company service
ardham,www.ardham.com/cloud-services/management/,data cloud management company service
atlassystems,www.atlassystems.com/cloud-application-migration/,data cloud management company service
bcntele,www.bcntele.com/service/cloud-managed-solutions/,data cloud management company service
broadaspect,www.broadaspect.com/cloud-services/,data cloud management company service
bruns-pak,bruns-pak.com/services/data-center-cloud-services/,data cloud management company service
c7,https://www.c7.com/cloud/private-cloud-suite/,data cloud management company service
callone,www.callone.com/services/cloud-services/hybrid-cloud,data cloud management company service
cascadedivide,www.cascadedivide.com/pdf/CascadeDivide_Brochure(10-14).pdf,data cloud management company service
cgg,www.cgg.com/en/What-We-Do/Data-Management,data cloud management company service
channele2e,https://www.channele2e.com/aws-partners/,data cloud management company service
cloudcruiser,www.cloudcruiser.com/product/features/,data cloud management company service
cloudnexa,https://www.cloudnexa.com/,data cloud management company service
cm-inc,www.cm-inc.com/,data cloud management company service
csra,https://www.csra.com/solutions,data cloud management company service
csscorp,https://www.csscorp.com/...services/.../data-center-management-services,data cloud management company service
dataintensity,www.dataintensity.com/services/database-management-services/,data cloud management company service
datalocker,https://datalocker.com/ironkey-ems3/,data cloud management company service
digitalfortress,digitalfortress.io/cloud/,data cloud management company service
egenera,www.egenera.com/cloud-data-center-management-software-suite/,data cloud management company service
entisys360,www.entisys360.com/services/data-center-management-cloud-services/,data cloud management company service
evrex,www.evrex.com/cloud-management/,data cloud management company service
fusion-it,https://www.fusion-it.net/cloud-management/,data cloud management company service
gbitinc,www.gbitinc.com/services-solutions/cloud/,data cloud management company service
happiestminds,www.happiestminds.com/services/cloud-technology-management-services/,data cloud management company service
i2x,www.i2x.net/it-services-and-support/private-cloud/,data cloud management company service
idc,https://www.idc.com/getdoc.jsp?containerId=IDC_P126,data cloud management company service
ieee,ieeexplore.ieee.org/document/6149827/,data cloud management company service
indigo-datacloud,https://www.indigo-datacloud.eu/service-component,data cloud management company service
informationweek,www.informationweek.com/cloud/...service/...data...cloud-management/.../ 1324269,data cloud management company service
jandjtech,www.jandjtech.com/cloud/management/,data cloud management company service
jaspersolutions,www.jaspersolutions.com/cloud-management-services.html,data cloud management company service
jetsweep,jetsweep.co/cloud-management-services-with-cloudhealth/,data cloud management company service
kaavo,www.kaavo.com/products-and-services,data cloud management company service
l3networks,https://www.l3networks.com/cloud-transformation/,data cloud management company service
lightedge,https://www.lightedge.com/cloud-services/cloud-management/,data cloud management company service
liquidnetworx,liquidnetworx.com/manage/cloud-services/,data cloud management company service
logicalis,www.us.logicalis.com/solutions-and-services/,data cloud management company service
logicsone,logicsone.com/company/work-us/utilize-services/,data cloud management company service
mangansoftware,mangansoftware.com/cloud-hosting-services/,data cloud management company service
marketsandmarkets,www.marketsandmarkets.com/.../cloud-based-data-management-services.asp,data cloud management company service
mckinsey,www.mckinsey.com/business.../protecting-information-in-the-cloud,data cloud management company service
navisite,www.navisite.com/services,data cloud management company service
oclc,www.oclc.org/worldshare.en.html,data cloud management company service
parkar,parkar.consulting/cloud-management-services/,data cloud management company service
purestorage,https://www.purestorage.com/products/pure-1.html,data cloud management company service
questanalytics,https://www.questanalytics.com/cloud/data,data cloud management company service
questsys,www.questsys.com/cloud-computing-solutions.aspx,data cloud management company service
saic,www.saic.com/services-solutions/technology-solutions/cloud/,data cloud management company service
scalabilityexperts,www.scalabilityexperts.com/,data cloud management company service
sciencedirect,www.sciencedirect.com/science/article/pii/S0167739X14001332,data cloud management company service
serro,https://www.serro.com/services/,data cloud management company service
servicenow,www.servicenow.com/products/servicenow-platform.html,data cloud management company service
siliconangle,siliconangle.com/.../ibm-rolls-out-new-analytics-data-management-services- for-bluemix/,data cloud management company service
snia,www.snia.org/cdmi,data cloud management company service
synoptek,https://synoptek.com/it-infrastructure-services/cloud-hosting-services/,data cloud management company service
talend,https://www.talend.com/products/data-fabric,data cloud management company service
techmahindra,www.techmahindra.com/services/...management_services/ims.aspx,data cloud management company service
techwave,techwave.net/techwave-cloud-services/,data cloud management company service
udtonline,www.udtonline.com/Solutions/UDT-Cloud,data cloud management company service
ultima,https://www.ultima.com/managed-services/hosting-cloud,data cloud management company service
vermont,dii.vermont.gov/infrastructure/hosted/server,data cloud management company service
wikipedia,https://en.wikipedia.org/wiki/Cloud_storage,data cloud management company service
zaloni,www.zaloni.com/cloud/,data cloud management company service
accelbi,www.accelbi.com/high-value-services/data-management-services/,data management business services
acrocorp,https://www.acrocorp.com/index.php/business-services,data management business services
akimeka,www.akimeka.com/infrastructure-and-data-management.html,data management business services
asu,https://cfo.asu.edu/datamanagement,data management business services
bravamedical,www.bravamedical.com/,data management business services
bsmreview,www.bsmreview.com/,data management business services
cognizioni,www.cognizioni.com/about-us.html,data management business services
data-mgt,https://www.data-mgt.com/,data management business services
enterprisemanagement,https://www.enterprisemanagement.com/coverage/,data management business services
entrepreneur,https://www.entrepreneur.com/article/281058,data management business services
ephesoft,www.ephesoft.com/ephesoft-partners-with-incedo-to-offer-innovative-data- management-solutions-in-life-science-financial-services-and-commu...,data management business services
essextec,https://essextec.com/,data management business services
eyc3,eyc3.com/company/management,data management business services
fgmk,www.fgmk.com/industries/business-services/,data management business services
harvard,huit.harvard.edu/data-management-services,data management business services
infinitdatum,www.infinitdatum.com/back-office-data-management-services/,data management business services
jhu,https://dmp.data.jhu.edu/,data management business services
lionbridge,www.lionbridge.com/solutions/data-management-services/,data management business services
livingstonintl,livingstonintl.com/services/...management/global-product-data-management/,data management business services
martinfowler,www.martinfowler.com/articles/microservices.html,data management business services
onexcompany,www.onexcompany.com/ict-solutions-2/data-management/,data management business services
qssinc,www.qssinc.com/practices/dm/,data management business services
s1services,www.s1services.com/services_5.html,data management business services
sapns2,https://www.sapns2.com/solutions/data-management/,data management business services
sitehawk,www.sitehawk.com/,data management business services
ssonetwork,www.ssonetwork.com/data-management-analytics,data management business services
synovos,synovos.com/services/asset-services/master-data-leadership/,data management business services
thinkartha,www.thinkartha.com/services,data management business services
usc,https://businessservices.usc.edu/for-suppliers/status/,data management business services
we-energies,https://www.we-energies.com/business/elec/aes6_meter_dmsa.pdf,data management business services
williamsdatamanagement,williamsdatamanagement.com/,data management business services
bloomberg,www.bloomberg.com/research/stocks/private/snapshot.asp?...,data management business services customer support
capterra,www.capterra.com/field-service-management-software/,data management business services customer support
centrilogic,https://www.centrilogic.com/services/data-management/,data management business services customer support
customerthink,customerthink.com/top-5-challenges-in-customer-data-management/,data management business services customer support
cyberdatainc,www.cyberdatainc.com/enterprise-data,data management business services customer support
dataworksintl,www.dataworksintl.com/,data management business services customer support
eagleinvsys,www.eagleinvsys.com/solutions/data-management.cfm,data management business services customer support
edmcouncil,www.edmcouncil.org/downloads/EDMFromBP.pdf,data management business services customer support
edq,https://www.edq.com/,data management business services customer support
equifax,www.equifax.com/business/customer-data-management,data management business services customer support
forrester,https://www.forrester.com/Master-Data-Management,data management business services customer support
gencoarc,www.gencoarc.com/BusinessServices/GeneseeDataManagement.aspx,data management business services customer support
gsa,https://www.gsa.gov/portal/category/25638,data management business services customer support
hbr,https://hbr.org/2012/10/big-data-the-management-revolution,data management business services customer support
idbs,https://www.idbs.com/en/platform-products/e-workbook/,data management business services customer support
inc,www.inc.com/guides/cust_tech/20909.html,data management business services customer support
ivision,https://ivision.com/services/technology/analytics-data-management/,data management business services customer support
lakegroupmedia,www.lakegroupmedia.com/lake-b2b/services-offered/,data management business services customer support
lexisnexis,www.lexisnexis.com/risk/,data management business services customer support
lumikha,https://lumikha.co/,data management business services customer support
meritdirect,https://www.meritdirect.com/our-solutions/data-media-services/,data management business services customer support
missionstatements,https://www.missionstatements.com/inc_500_mission_statements.html,data management business services customer support
nexright,www.nexright.com/multichannel.html,data management business services customer support
philips,www.usa.philips.com/healthcare/solutions/customer-service-solutions,data management business services customer support
seic,www.seic.com/enUS/advisors/465.htm,data management business services customer support
siebel,www.siebel.com/,data management business services customer support
silverspringnet,www.silverspringnet.com/solutions/services/,data management business services customer support
softpath,www.softpath.net/pages/master-data-management.html,data management business services customer support
stentel,stentel.com/,data management business services customer support
techtarget,searchitchannel.techtarget.com/definition/service-level-agreement,data management business services customer support
telegenisys,https://www.telegenisys.com/insights/telemarketing-services.html,data management business services customer support
uconn,uits.uconn.edu/category/datamanagement/,data management business services customer support
veritas,https://www.veritas.com/,data management business services customer support
washington,https://www.washington.edu/uwit/,data management business services customer support
storagecraft,https://www.storagecraft.com/products/cloud-services,learn cloud business services
smarttech,https://home.smarttech.com/business/services,learn cloud business services
nttdataservices,https://www.nttdataservices.com/en.../services/digital-business-services,learn cloud business services
newtekone,https://www.newtekone.com/web-services/,learn cloud business services
cloudtp,https://www.cloudtp.com/cloud-business-office/,learn cloud business services
intermedia,www.intermedia.net/products/office-in-the-cloud,learn cloud business services
huffingtonpost,www.huffingtonpost.com/.../how-att-is-leveraging-mac_b_10511198.html,learn cloud business services
plumchoice,www.plumchoice.com/,learn cloud business services
office,https://products.office.com/en-us/business/office,learn cloud business services
datamanager,https://datamanager.com.au/,management software data
thermofisher,https://www.thermofisher.com/order/.../INF-42001-DATA-MGR,management software data
247emaildata,www.247emaildata.com/,software services data
acm,dl.acm.org/citation.cfm?id=959698,software services data
apc,www.apc.com/struxureware/us/en/software-services-and-support/,software services data
apsoftwareservices,www.apsoftwareservices.com/core-datamosis/,software services data
asrdata,www.asrdata.com/,software services data
bccsoftware,bccsoftware.com/data-marketing-services/,software services data
bigswitch,www.bigswitch.com/bigswitch-dell-partnership-announcement,software services data
cheftec,www.cheftec.com/services_index.asp,software services data
connect2sea,www.connect2sea.eu/Software-Services-and-Data.html,software services data
convergencedata,www.convergencedata.com/,software services data
datarecoverysoftware,www.datarecoverysoftware.us/,software services data
datasoftwaresolutions,www.datasoftwaresolutions.com/,software services data
dtacke,dtacke.net/,software services data
elead-crm,www.elead-crm.com/privacy/,software services data
eminent8,eminent8.com/,software services data
hrsa,https://www.npdb.hrsa.gov/software/aboutSoftware.jsp,software services data
krollontrack,https://www.krollontrack.com/services/data-recovery/,software services data
manthan,https://www.manthan.com/,software services data
n-able,www.n-able.com/software-services-agreement,software services data
nessi-europe,www.nessi-europe.com/,software services data
pingdom,https://www.pingdom.com/legal/software-service-agreement,software services data
prometheanssi,prometheanssi.com/,software services data
safeguardsoftware,www.safeguardsoftware.co.uk/cloud-service/,software services data
schoolsict,www.schoolsict.co.uk/.../1534-office-365-cloud-software-services-and-the- data-protection-act,software services data
scientific-software,www.scientific-software.com/,software services data
seagate,www.seagate.com/services-software/recover/,software services data
socialsolutions,www.socialsolutions.com/case-management-software/,software services data
softwareservices,softwareservices.net/criminal-case-management/,software services data
state,www.dor.state.nc.us/practitioner/sales/bulletins/section28.pdf,software services data
stellarinfo,www.stellarinfo.com/,software services data
sustainablecomputinglab,sustainablecomputinglab.org/software-services-and-data/,software services data
ucar,https://www.eol.ucar.edu/facilities/data-management-services,software services data
wa,dor.wa.gov/digitalproducts/,software services data
wi,https://www.revenue.wi.gov/Pages/FAQS/pcs-computera.aspx,software services data
datamatics,www.datamatics.com/,software services data
9to9soft,9to9soft.com/,software solutions
agvance,www.agvance.net/,software solutions
bessgmbh,www.bessgmbh.com/,software solutions
c3itus,c3itus.com/,software solutions
careerbuilder,https://hiring.careerbuilder.com/all-products,software solutions
cdmsoft,www.cdmsoft.com/,software solutions
clarityssi,https://www.clarityssi.com/,software solutions
clin1,www.clin1.net/,software solutions
cmu,www.sei.cmu.edu/ssc/2015/,software solutions
colvir,www.colvir.com/,software solutions
connectfss,https://www.connectfss.com/,software solutions
correctionssoftware,www.correctionssoftware.com/,software solutions
cr8software,www.cr8software.net/,software solutions
csasoftwaresolutions,www.csasoftwaresolutions.com/,software solutions
csl-us,www.csl-us.com/,software solutions
distinctsoftwaresolutions,www.distinctsoftwaresolutions.com/,software solutions
drivesoftwaresolutions,www.drivesoftwaresolutions.com/,software solutions
ds2corp,www.ds2corp.com/,software solutions
e-tcc,https://www.e-tcc.com/,software solutions
ec2software,ec2software.com/,software solutions
ecisolutions,www.ecisolutions.com/,software solutions
ecostats,www.ecostats.com/,software solutions
eqiss,www.eqiss.com/,software solutions
esoftsol,www.esoftsol.net/,software solutions
esoftwaresolutions,www.esoftwaresolutions.com/,software solutions
etisoftware,etisoftware.com/,software solutions
euronetsoftware,www.euronetsoftware.com/,software solutions
fusionpipe,fusionpipe.com/,software solutions
gallegasoft,www.gallegasoft.com/,software solutions
gegridsolutions,https://www.gegridsolutions.com/software_solutions.htm,software solutions
gulfcoastsecurity,www.gulfcoastsecurity.com/,software solutions
hbssonline,www.hbssonline.com/,software solutions
hhaexchange,https://hhaexchange.com/,software solutions
hiregroundsoftware,hiregroundsoftware.com/,software solutions
homeownertoolbox,www.homeownertoolbox.com/,software solutions
infocss,www.infocss.com/,software solutions
infograins,https://www.infograins.com/,software solutions
instantsoftwaresolutions,instantsoftwaresolutions.com/,software solutions
issinc,https://www.issinc.com/,software solutions
issisystems,www.issisystems.com/,software solutions
issol,www.issol.com/,software solutions
jbssolutions,www.jbssolutions.com/,software solutions
jonysolutions,www.jonysolutions.com/,software solutions
justsoftwaresolutions,https://www.justsoftwaresolutions.co.uk/,software solutions
jvalley,jvalley.net/,software solutions
keypixelusa,www.keypixelusa.com/,software solutions
lakotasoftware,www.lakotasoftware.com/,software solutions
leafsoftwaresolutions,https://www.leafsoftwaresolutions.com/,software solutions
lodestarss,https://www.lodestarss.com/,software solutions
lpa,www.lpa.com/,software solutions
lssinc,www.lssinc.com/,software solutions
mastersoftwaresolutions,www.mastersoftwaresolutions.com/,software solutions
mindpetal,www.mindpetal.com/,software solutions
monolithss,www.monolithss.com/,software solutions
mtssoftwaresolutions,www.mtssoftwaresolutions.com/,software solutions
mysoftwaresolutions,www.mysoftwaresolutions.com/,software solutions
nauticalsoftwaresolution,nauticalsoftwaresolution.com/,software solutions
objectivasoftware,www.objectivasoftware.com/,software solutions
orendasolutions,https://orendasolutions.com/,software solutions
pablosoftwaresolutions,www.pablosoftwaresolutions.com/,software solutions
paramountsoft,www.paramountsoft.net/,software solutions
pedheart,www.pedheart.com/,software solutions
performantsoftware,www.performantsoftware.com/,software solutions
perisoftware,perisoftware.com/,software solutions
practicalsoftwaresolutions,www.practicalsoftwaresolutions.com/,software solutions
ridgidsoftwaresolutions,ridgidsoftwaresolutions.com/,software solutions
sahajsoft,https://www.sahajsoft.com/,software solutions
silexica,https://silexica.com/,software solutions
slickss,https://www.slickss.com/,software solutions
smartsoftware,smartsoftware.solutions/,software solutions
soaringsoftware,https://soaringsoftware.com/,software solutions
softsolgrp,www.softsolgrp.com/,software solutions
softwaresolutionsweb,www.softwaresolutionsweb.com/,software solutions
spisoftwaresolutions,www.spisoftwaresolutions.net/,software solutions
ssdplus,www.ssdplus.com/,software solutions
ssgrpinc,www.ssgrpinc.com/,software solutions
sstslo,www.sstslo.com/,software solutions
ssui,ssui.com/,software solutions
switchsoftware,switchsoftware.us/,software solutions
tcass,www.tcass.com/,software solutions
universalss,www.universalss.com/,software solutions
unleashbts,www.unleashbts.com/,software solutions
wddsoftware,www.wddsoftware.com/,software solutions
wintools,www.wintools.com/,software solutions
xteamsoftware,www.xteamsoftware.com/,software solutions
youtube,https://www.youtube.com/user/durgasoftware,software solutions
cabinetoffice,https://ccs-agreements.cabinetoffice.gov.uk/contracts/rm1042,software solutions data management customer
machsoftware,www.machsoftware.com/,software solutions data management customer
bramblehub,www.bramblehub.co.uk/corporate-software-solutions-rm1042/,software solutions data management customer
finra,www.finra.org/industry/data-management-exhibitors,software solutions data management customer
triniti,www.triniti.com/oracle-master-data-management-software,software solutions data management customer
zyme,www.zyme.com/,software solutions data management customer
trilliumsoftware,https://www.trilliumsoftware.com/,software solutions data management customer
xpient,www.xpient.com/,software solutions data management customer
screeninfomatch,www.screeninfomatch.com/market-data-management/,software solutions data management customer
softwareadvice,www.softwareadvice.com/crm/,software solutions data management customer
ihs,www.ihs.com/products/oil-gas-data-management-analysis.html,software solutions data management customer
cubedatamanagement,www.cubedatamanagement.com/,software solutions data management customer
redpoint,www.redpoint.net/,software solutions data management customer
neopostusa,www.neopostusa.com/software/data-management,software solutions data management customer
kalido,kalido.com/,software solutions data management customer
businessnewsdaily,www.businessnewsdaily.com/7839-best-crm-software.html,software solutions data management customer
markit,www.markit.com/product/edm,software solutions data management customer
visionware,www.visionware.com/,software solutions data management customer
artezio,www.artezio.com/retail,software solutions data management customer
reltio,www.reltio.com/about/team/,software solutions data management customer
semarchy,https://www.semarchy.com/master-data-management/,software solutions data management customer
veeva,https://www.veeva.com/,software solutions data management customer
ngdata,https://www.ngdata.com/customer-data-management-best-practices/,software solutions data management customer
dataintegration,www.dataintegration.info/master-data-management,software solutions data management customer
profisee,profisee.com/maestro,software solutions data management customer
pb,news.pb.com/article_display.cfm?...id...singlecustomerview...,software solutions data management customer
aimsoftware,www.aimsoftware.com/,software solutions data management customer
scdm2016,scdm2016.com/,cloud management data


visunexmedical,www.visunexmedical.com/products/cloud-management-system/,cloud management data,en-US
edgenet,www.edgenet.com/,cloud management data,en
tstc,www.tstc.edu/programs/CloudDataCenterManagement,cloud management data,en
siriuscom,www.siriuscom.com/.../white-paper-converged-infrastructure-data- management-cloud/,cloud management data,en-US
datacenterjournal,www.datacenterjournal.com/multi-cloud-management-five-best-practices/,cloud management data,en-US
cradlepoint,https://cradlepoint.com/ecm,cloud management data,en
cari,https://www.cari.net/cloud-hosting/.../microsoft-system-center/,cloud management data,en
adaptivecomputing,www.adaptivecomputing.com/products/cloud.../moab-cloud-suite/,cloud management data,en-US
information-age,www.information-age.com/cloud-data-management-data-protection- 123461865/,cloud management data,en-GB
n3t,n3t.com/pvdc-cloud-management-portal/,cloud management data,en-US
cdw,https://blog.cdw.com/cloud.../hybrid-cloud-management-blurring-lines-data- centers-public-cloud-private-cloud,cloud management data,en-US
rubrik,https://www.rubrik.com/,cloud management data,en-US
thinkahead,https://www.thinkahead.com/solutions/cloud-infrastructure/,cloud management data,en-US
morganclaypool,www.morganclaypool.com/doi/abs/10.../S00456ED1V01Y201211DTM032,cloud management data,en

